column,n_missing,pct_missing
date,0,0.0
vix,0,0.0
spy_tr,0,0.0
dvix_5,5,0.06081245439065921
dvix_20,20,0.24324981756263683
ret,1,0.012162490878131841
rv20,20,0.24324981756263683
spy_tr_z,251,3.052785210411092
ret_z,252,3.064947701289224
rv20_z,271,3.296035027973729
vix_z,251,3.052785210411092
dvix_5_z,256,3.1135976648017514
dvix_20_z,271,3.296035027973729
